zip,code,latitude,longitude
00210,71.0132,43.00589
00211,71.0132,43.00589
00212,71.0132,43.00589
00213,71.0132,43.00589
00214,71.0132,43.00589
00215,71.0132,43.00589
00501,72.6370,40.92232
00544,72.6370,40.92232
00601,66.7225,18.16527
00602,67.1809,18.39310
00603,67.1457,18.45591
00604,67.1358,18.49352
00605,67.1414,18.46516
00606,66.9441,18.17294
00610,67.1396,18.28868
00611,66.8021,18.27953
00612,66.6982,18.45067
00613,66.7327,18.45809
00614,66.6745,18.42967
00616,66.6406,18.44479
00617,66.5442,18.44709
00622,67.1873,17.99853
00623,67.1495,18.06220
00624,66.7261,18.02353
00627,66.8547,18.47789
00631,66.8649,18.26918
00636,67.0397,18.11328
00637,66.9349,18.08732
00638,66.4720,18.33616
00641,66.6989,18.25002
00646,66.2819,18.43606
00647,66.9397,17.96959
00650,66.5623,18.36012
00652,66.6033,18.45725
00653,66.8986,17.97246
00656,66.7869,18.02328
00659,66.8086,18.48139
00660,67.1353,18.14548
00662,67.0281,18.48028
00664,66.5983,18.21760
00667,67.0559,18.01509
00669,66.8819,18.29595
00670,66.9909,18.25213
00674,66.4902,18.44553
00676,67.0807,18.38372
00677,67.2525,18.33578
00678,66.9336,18.45303
00680,67.5080,18.21902
00681,67.5080,18.21902
00682,67.5080,18.21902
00683,67.0397,18.11328
00685,66.9722,18.32360
00687,66.4152,18.31697
00688,66.6745,18.42967
00690,67.1395,18.47619
00692,66.3385,18.43581
00693,66.3983,18.44310
00694,66.3983,18.44310
00698,66.8611,18.06104
00703,66.1284,18.25039
00704,66.1392,17.99229
00705,66.2687,18.12809
00707,65.8987,18.00701
00714,66.0413,17.96751
00715,66.5637,18.01185
00716,66.6074,18.00199
00717,66.6074,18.00199
00718,65.7783,18.22139
00719,66.2297,18.29801
00720,66.3940,18.22686
00721,65.7782,18.36416
00723,66.0105,18.00999
00725,66.0580,18.21296
00726,66.0580,18.21296
00728,66.6074,18.00199
00729,65.8838,18.33309
00730,66.6074,18.00199
00731,66.6263,18.03831
00732,66.6137,18.02178
00733,66.6191,18.01933
00734,66.6439,17.99949
00735,65.5947,18.26487
00736,66.1392,18.10296
00737,66.1392,18.10296
00738,65.6113,18.35938
00739,66.1695,18.18146
00740,65.6387,18.33195
00741,65.7534,18.16215
00742,65.5947,18.26487
00744,65.7430,18.20632
00745,65.8165,18.36734
00751,66.2648,17.99852
00754,65.9623,18.18758
00757,66.3955,17.99123
00765,65.4603,18.12334
00766,66.4966,18.12051
00767,65.8869,18.04552
00769,66.3508,18.09599
00771,65.8719,18.19657
00772,65.8993,18.44740
00773,65.7081,18.36602
00775,65.2964,18.32373
00777,65.9017,18.20648
00778,65.9746,18.25909
00780,66.6074,18.00199
00782,66.2198,18.22495
00783,66.3305,18.30436
00784,66.1392,17.99229
00785,66.7956,18.01882
00786,66.2687,18.12809
00791,65.7884,18.13802
00792,65.7884,18.13802
00794,66.3072,18.20089
00795,66.4932,17.99736
00801,64.9637,18.32228
00802,64.9637,18.32228
00803,64.9637,18.32228
00804,64.9637,18.32228
00805,64.9637,18.32228
00820,64.7346,17.73421
00821,64.7346,17.73421
00822,64.7346,17.73421
00823,64.7346,17.73421
00824,64.7346,17.73421
00830,64.7407,18.32816
00831,64.7407,18.32816
00840,64.7346,17.73421
00841,64.7346,17.73421
00850,64.7346,17.73421
00851,64.7346,17.73421
00901,66.1035,18.46590
00902,66.0605,18.41046
00906,66.0605,18.41046
00907,66.0770,18.45164
00908,66.0605,18.41046
00909,66.0681,18.44338
00910,66.0605,18.41046
00911,66.0578,18.45082
00912,66.0598,18.44418
00913,66.0433,18.45073
00914,66.0605,18.41046
